"","Kingdom","Phylum","Class","Order","Family","Genus","Species","AG_crust","AG_subsoil","PG_crust","PG_subsoil","S_crust","S_subsoil","T_crust","T_subsoil","prob_type","prob_zone","prob_month","carbon_rho","prob_carbon","OTU_min","OTU_max","OTU_mid","prob_type_FDR","prob_zone_FDR","prob_month_FDR","prob_carbon_FDR","classification","c_cor","type_sig","zone_sig","month_sig","OTU"
"28","Bacteria","Armatimonadetes","[Fimbriimonadetes]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas","",0.0477554918815664,0,0,0,0,0,0.0162443144899285,0,0.152952733844139,0.563257784169113,0.152952733844139,0.108471656901381,0.463025816235139,0,0.286532951289398,0.143266475644699,0.229429100766208,0.563257784169113,0.688287302298625,0.595318906588036,"N D","","","","","28"
"433","Bacteria","Armatimonadetes","[Fimbriimonadetes]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas","",0,0.0191350937619594,0,0.0452898550724638,0,0,0,0,0.152952733844139,0.563257784169113,0.152952733844139,-0.27164939510129,0.0618005813815504,0,0.271739130434783,0.135869565217391,0.229429100766208,0.563257784169113,0.688287302298625,0.278102616216977,"N D","","","","","433"
"530","Bacteria","Armatimonadetes","[Fimbriimonadetes]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas","",0,0,0,0,0,0,0.0194250194250194,0,0.317310507862969,0.391625176271122,0.317310507862969,0.236906645412156,0.104965068630445,0,0.116550116550117,0.0582750582750583,0.35697432134584,0.563257784169113,0.71394864269168,0.314895205891334,"N D","","","","","530"
"1164","Bacteria","Armatimonadetes","[Fimbriimonadetes]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas","",0,0,0,0,0,0.105775371201994,0,0,0.152952733844139,0.105561825808781,0.976246842596409,0.129162782206268,0.381600716365564,0,0.471253534401508,0.235626767200754,0.229429100766208,0.475028216139513,0.976246842596409,0.595318906588036,"N D","","","","","1164"
"1465","Bacteria","Armatimonadetes","[Fimbriimonadetes]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas","",0,0,0.03000300030003,0,0.0678060092760637,0,0,0,0.0768887433139472,0.2810022307446,0.58882663215345,0.00155220422348657,0.991645892593768,0,0.263157894736842,0.131578947368421,0.229429100766208,0.563257784169113,0.757062812768721,0.991645892593768,"N D","","","","","1465"
"1701","Bacteria","Armatimonadetes","[Fimbriimonadetes]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas","",0.0730193501277839,0.00956754688097972,0,0.0346788736301845,0,0,0,0,0.58882663215345,0.2810022307446,0.522942209406212,-0.179020887108784,0.223427879165559,0,0.438116100766703,0.219058050383352,0.58882663215345,0.563257784169113,0.757062812768721,0.502712728122507,"N D","","","","","1701"
"1918","Bacteria","Armatimonadetes","[Fimbriimonadetes]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas","",0,0.0292911540714704,0,0,0,0,0,0,0.317310507862969,0.391625176271122,0.317310507862969,-0.0894980660445924,0.545224108411749,0,0.175746924428823,0.0878734622144113,0.35697432134584,0.563257784169113,0.71394864269168,0.613377121963217,"N D","","","","","1918"
"2439","Bacteria","Armatimonadetes","[Fimbriimonadetes]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas","",0,0,0,0.03813882532418,0,0.0272331154684096,0,0,0.152952733844139,0.563257784169113,0.976246842596409,-0.116622706263912,0.429886059166352,0,0.22883295194508,0.11441647597254,0.229429100766208,0.563257784169113,0.976246842596409,0.595318906588036,"N D","","","","","2439"
"3328","Bacteria","Armatimonadetes","[Fimbriimonadetes]","[Fimbriimonadales]","[Fimbriimonadaceae]","Fimbriimonas","",0,0,0,0,0,0,0.0742440169833188,0,0.0768887433139472,0.0245486145898738,0.58882663215345,0.400727390363449,0.00476537354884017,0,0.196463654223969,0.0982318271119843,0.229429100766208,0.220937531308864,0.757062812768721,0.0428883619395615,"copiotroph","+","","","","3328"
