"","Kingdom","Phylum","Class","Order","Family","Genus","Species","AG_crust","AG_subsoil","PG_crust","PG_subsoil","S_crust","S_subsoil","T_crust","T_subsoil","prob_type","prob_zone","prob_month","carbon_rho","prob_carbon","OTU_min","OTU_max","OTU_mid","prob_type_FDR","prob_zone_FDR","prob_month_FDR","prob_carbon_FDR","classification","c_cor","type_sig","zone_sig","month_sig","OTU"
"Gammaproteobacteria","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,0.103967516317034,0.27038158522676,0.015001500150015,0.584587963580307,0.790369866815831,1.46445920955421,2.23302954176585,2.67081024632957,0.163811596807065,6.85020433269687e-06,0.655016573702511,0.613989574284566,3.46457060841814e-06,0,6.61896243291592,3.30948121645796,0.327623193614129,1.37004086653937e-05,0.852772641847386,1.38582824336726e-05,"copiotroph","+++","","***","","Gammaproteobacteria"
"Betaproteobacteria","Bacteria","Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,1.475809687121,0.775514065828431,0.787812073831305,0.605152277392548,3.08106486491175,2.21344763346506,4.46867143941243,3.36449379151348,0.137635166423914,1.103579760347e-06,0.852772641847386,0.595000950092923,8.19225057304972e-06,0,7.16723549488055,3.58361774744027,0.327623193614129,4.41431904138798e-06,0.852772641847386,1.63845011460994e-05,"copiotroph","+++","","***","","Betaproteobacteria"
"Alphaproteobacteria","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,36.2111874409836,34.703133602959,21.0533827885867,31.3939442402391,46.634465746179,40.7643077453308,44.8782027535359,40.2734941842357,0.421300854098113,6.28569030529519e-05,0.127046158376806,0.434976118106817,0.00219430061541956,3.8830297219559,62.533692722372,35.1498760831419,0.421300854098113,6.28569030529519e-05,0.508184633507226,0.00219430061541956,"copiotroph","++","","***","","Alphaproteobacteria"
"Deltaproteobacteria","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA,0.81327042335152,1.26286791954367,0.562162288103161,1.51310721645907,1.98656135243071,2.61183025923182,4.34540615602284,2.2485639652991,0.256760620558163,1.27163737888353e-05,0.457901055440259,0.515957446808511,0.000214383767541937,0.0479386385426654,6.87645687645688,3.4861670767711,0.34234749407755,1.69551650517804e-05,0.852772641847386,0.00028584502338925,"copiotroph","+++","","***","","Deltaproteobacteria"
